original_title,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,Genre1,Genre2,Genre3,Genre4,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,id,cast1,Actor1,Cast2,Actor2,cast3,Actor3,cast4,Actor4,original_language,tagline,homepage,title,overview,,status,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,production_companies6,production_companies7,production_companies8,production_companies9,production_companies10,production_companies11,production_countries Code 1,production_countries 1,production_countries Code 2,production_countries 2,production_countries Code 3,production_countries 3,production_countries code 4,production_countries 4,Spoken Language Code 1,Spoken Language 1,Spoken Language Code 2,Spoken Language 2,Spoken Language Code 3,Spoken Language 3,Spoken Language Code 4,Spoken Language 4,Spoken Language Code 5,Spoken Language 5,Spoken Language Code 6,Spoken Language 6,ProfitFactor
Saint Ralph,0,0,1.688495,11/9/04,95,7.3,24,Comedy,Drama,,,sport,independentfilm,,,,,,,,,,,,,,,,,,,,,,,,,25248,RalphWalker,AdamButcher,FatherGeorgeHibbert,,MichaelKanev,,,TamaraHope,en,He'shopingforamiracle.Hedoesn'thaveaprayer.,,SaintRalph,"ThisCanadianmadecomedy/drama,setinHamilton,Ontarioin1954,isasweetand-attimes-goofystorythatbecomesincreasinglypoignantastheminutestickby.It'sthefictionaltaleofawayward9thgrader,Ralph(AdamButcher),whoissecretlylivingonhisownwhilehiswidowed,hospitalizedmotherremainsimmersedinacoma.FrequentlyintroublewithFatherFitzpatrick(GordonPinsent),theprincipalofhisall-boys,Catholicschool,Ralphisconsideredsomethingofajokeamongpeersuntilhedecidestopulloffamiraclethatcouldsavehismother,i.e.,winningtheBostonMarathon.Coachedbyayoungerpriestandformerrunner,FatherHibbert(CampbellScott),whosecynicismhasbeenliftedbytheboy'spurehope,Ralphapplieshimselftohisunlikelymission,fendingoffnaysayersandgettinghelpalongaverychallengingpathfromsundryalliesandfriends.",,Released,AllianceAtlantisCommunications,AmazeFilm+Television,RunningMiraclesProductions,,,,,,,,,CA, Canada,,,,,,,en,English,,,,,,,,,,,0
Miss Julie,5500000,5000000,5.033065,7/9/14,120,5.9,45,Drama,,,,lovetriangle,love,irish,valet,womandirector,19thcentury,,,,,,,,,,,,,,,,,,,,,230266,MissJulie,JessicaChastain,John,Kristin,SamanthaMorton,LittleMissJulie,0,0,en,Loveisafoolishgame,,MissJulie,"OverthecourseofamidsummernightinFermanaghin1890,anunsettleddaughteroftheAnglo-Irisharistocracyencouragesherfather'svalettoseduceher.",,Released,MaipoFilm-ogTVProduksjon,,,,,,,,,,,GB, United Kingdom, NO, Norway,,,,,en,English,,,,,,,,,,,0
Somewhere in Time,5100000,0,5.934016,2/10/80,103,7.2,102,ScienceFiction,Drama,Fantasy,Romance,timetravel,playwright,1910s,,,,,,,,,,,,,,,,,,,,,,,,16633,RichardCollier,ChristopherReeve,EliseMcKenna,WilliamFawcettRobinson,ChristopherPlummer,LauraRoberts,ArthurBiehl,BillErwin,en,Beyondfantasy.Beyondobsession.Beyondtimeitself...hewillfindher.,,SomewhereinTime,"Youngwriter,RichardCollierismetontheopeningnightofhisfirstplaybyanoldladywhobegshimto,""Comebacktome.""Mystified,hetriestofindoutabouther,andlearnsthatsheisafamousstageactressfromtheearly1900s.Becomingmoreandmoreobsessedwithher,hemanagesäóñbyself-hypnosisäóñtotravelbackintimewherehemeetsher.Theyfallinlove,amatchingthatisnotappreciatedbyhermanager.Cantheirloveoutlasttheimmenseproblemscausedbytheir'time""difference,andcanRichardremaininatimethatisnothis?",,Released,RastarPictures,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Dum Maaro Dum,0,0,0.075817,22/4/11,130,5.4,7,Drama,Action,Crime,Foreign,goa,drugbust,raveparty,,,,,,,,,,,,,,,,,,,,,,,,63006,ACPVishnuKamath,AbhishekBachchan,Zoe,BarDancer,DeepikaPadukone,DJJoki,Lorry,PrateikBabbar,hi,Goa.ParadiseonEarth.ButeveryParadisehasafewsnakes.,http://www.dummaarodum.com/,DumMaaroDum,"Wehurtleintothebylanes,beachshacksandravesofGoawithLorryashislifespiralsoutofcontrol,withJokiashetriestoredeemthepastandwithKamathashegoesno-holds-barredafterthemysteriousshadowfigurebehinditall...PunctuatedwithasoundtrackthatmovesfrompulsatingdancetrackstohauntingKonkanisongs,shotrightinthemidstoftheteeminginternationaltouristhotspots,DumMaaroDumtakesyouonadramatic,thrillingtripfilledwithtwists,turns,suspense...andashockingfinale!",,Released,[,,,,,,,,,,,[],,,,,,,,en,English,hi,Hindi,,,,,,,,,0
Insidious: Chapter 2,5000000,0,48.375848,12/9/13,106,6.5,1211,Horror,Thriller,,,hauntedhouse,possession,demon,family,ghost,brideinblack,,,,,,,,,,,,,,,,,,,,,91586,JoshLambert,PatrickWilson,RenaiLambert,DaltonLambert,TySimpkins,EliseRainier,LorraineLambert,BarbaraHershey,en,Itwilltakewhatyoulovemost.,http://www.insidiousch2.com/,Insidious:Chapter2,ThehauntedLambertfamilyseekstouncoverthemysteriouschildhoodsecretthathasleftthemdangerouslyconnectedtothespiritworld.,,Released,SonyPictures,FilmDistrict,,,,,,,,,,US, United States of America,,,,,,,en,English,th,Thai,,,,,,,,,0
Saw II,4000000,152925093,42.187986,28/10/05,92,6.3,1251,Horror,,,,riddle,serialkiller,,,,,,,,,,,,,,,,,,,,,,,,,215,Jigsaw,TobinBell,Amanda,EricMatthews,DonnieWahlberg,Xavier,Jonas,GlennPlummer,en,OhYes...ThereWillBeBlood.,,SawII,"WhenanewmurdervictimisdiscoveredwithallthesignsofJigsaw'shand,DetectiveEricMatthewsbeginsafullinvestigationandapprehendsJigsawwithlittleeffort.ButforJigsaw,gettingcaughtisjustanotherpartofhisplan.Eightmoreofhisvictimsarealreadyfightingfortheirlivesandnowit'stimeforMatthewstojointhegame...",,Released,LionsGateFilms,GotFilms,TwistedPictures,EvolutionEntertainment,SawProductions,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
10 Cloverfield Lane,15000000,108286421,53.698683,10/3/16,103,6.8,2468,Thriller,ScienceFiction,Drama,,kidnapping,bunker,paranoia,basement,survivalist,apocalypse,caraccident,captive,,,,,,,,,,,,,,,,,,,333371,Michelle,MaryElizabethWinstead,HowardStambler,EmmettDeWitt,JohnGallagherJr.,Ben(voice),Driver,DouglasM.Griffin,en,Monsterscomeinmanyforms.,http://www.10cloverfieldlane.com/,10CloverfieldLane,"Afteracaraccident,MichelleawakenstofindherselfinamysteriousbunkerwithtwomennamedHowardandEmmett.Howardoffersherapairofcrutchestohelpherremainmobilewithherleginjurysustainedfromthecarcrashandtellsherto""getgoodonthose""beforeleavingthebunker.Shehasbeengiventheinformationthattherehasbeenanalienattackandtheoutsideworldispoisoned.However,HowardandEmmett'sintentionssoonbecomequestionableandMichelleisfacedwithaquestion:Isitbetterinhereoroutthere?",,Released,ParamountPictures,BadRobot,SpectrumEffects,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Jackass: The Movie,5000000,64282312,14.752587,21/10/02,87,6.1,345,Documentary,Comedy,,,disgust,pain,stunts,musicvideo,stuntman,stupidity,shocking,,,,,,,,,,,,,,,,,,,,9012,Himself,JohnnyKnoxville,Himself,Himself,Steve-O,Himself,Himself,DaveEngland,en,Donotattemptthisathome.,,Jackass:TheMovie,"JohnnyKnoxvilleandhiscrazyfriendsappearonthebigscreenfortheveryfirsttimeinJackass:TheMovie.TheywanderaroundJapaninpandaoutfits,wreakhavoconaoncecivilizedgolfcourse,theyevendostuntsinvolvingLIVEalligators,andsoon.WhileJohnnyKnoxvileandhispalsputtheirlifeatrisk,theyareentertainingpeopleatthesametime.GetreadyforJackass:TheMovie!!",,Released,ParamountPictures,MTVFilms,DickhouseProductions,LynchSiderowProductions,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Lights Out,4900000,44107032,48.170508,21/7/16,81,6.3,1129,Horror,Thriller,,,suicide,darkness,basement,basedonshortstory,fearofthedark,ghost,,,,,,,,,,,,,,,,,,,,,345911,Rebecca,TeresaPalmer,Sophie,Martin,GabrielBateman,Bret,Diana,AliciaVela-Bailey,en,,http://www.lightsoutmovie.com/,LightsOut,"WhenRebeccalefthome,shethoughtsheleftherchildhoodfearsbehind.Growingup,shewasneverreallysureofwhatwasandwasnäó»trealwhenthelightswentoutäó_andnowherlittlebrother,Martin,isexperiencingthesameunexplainedandterrifyingeventsthathadoncetestedhersanityandthreatenedhersafety.Afrighteningentitywithamysteriousattachmenttotheirmother,Sophie,hasreemerged.",,Released,NewLineProductions,MatterProductions,AtomicMonster,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Paranormal Activity 3,5000000,205703818,29.15813,19/10/11,83,5.9,669,Horror,,,,witch,sistersisterrelationship,sequel,prequel,haunting,foundfootage,,,,,,,,,,,,,,,,,,,,,72571,Katie,KatieFeatherston,KristiRey,Julie,LaurenBittner,Dennis,YoungKatie,ChloeCsengery,en,ItRunsInTheFamily,http://www.paranormalmovie.com/,ParanormalActivity3,"In1988,evilbeginstoterrorizeyoungsistersKatieandKristiforthefirsttimewhenaninvisibleentityresidesintheirhome.",,Released,ParamountPictures,BlumhouseProductions,Room,SolanaFilms,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Ouija,5000000,103590271,56.30466,24/10/14,89,4.9,983,Horror,,,,deathofafriend,swimmingpool,ouija,ouijaboard,teenager,basedonboardgame,ghost,spiritualism,supernaturalhorror,,,,,,,,,,,,,,,,,,242512,ElaineMorris,OliviaCooke,SarahMorris,Trevor,DarenKagasoff,Isabelle,Pete,DouglasSmith,en,Keeptellingyourselfit'sjustagame,,Ouija,Agroupoffriendsmustconfronttheirmostterrifyingfearswhentheyawakenthedarkpowersofanancientspiritboard.,,Released,UniversalPictures,DentsuInc.,PlatinumDunes,MediaRightsCapital,BlumhouseProductions,FujiTelevisionNetwork,HasbroStudios,Action,WhiteNoiseFactory,,,JP, Japan, US, United States of America,,,,,en,English,,,,,,,,,,,1
A Nightmare on Elm Street 3: Dream Warriors,5000000,44793222,17.304055,27/2/87,96,6.5,354,Horror,Thriller,,,grouptherapy,nightmare,hypnosis,trapped,alcoholic,mentalillness,catholicism,disfigurement,sleepwalking,mentalhospital,psychotherapist,dreams,,,,,,,,,,,,,,,10072,FreddyKrueger,RobertEnglund,KristenParker,NancyThompson,HeatherLangenkamp,Lt.DonaldThompson,Dr.NeilGordon,CraigWasson,en,"Ifyouthinkyou'rereadyforFreddy,thinkagain!",,ANightmareonElmStreet3:DreamWarriors,"It'sbeenmanyyearssinceFreddyKrueger'sfirstvictim,Nancy,cameface-to-facewithFreddyandhissadistic,evilways.Now,Nancy'sallgrownup;she'sputherfrighteningnightmaresbehindherandishelpingteenscopewiththeirdreams.ToobadFreddy'sdecidedtoheraldhisreturnbyinvadingthekids'dreamsandscaringthemintocommittingsuicide.",,Released,NewLineCinema,SmartEggPictures,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
No se Aceptan Devoluciones,5500000,99067206,9.59729,20/7/13,115,7.5,205,Comedy,Drama,,,bachelor,vespa,,,,,,,,,,,,,,,,,,,,,,,,,211954,Maggie,LoretoPeralta,Valent\u00edn,Julie,JessicaLindsey,FrankRyan,JohnnyBravo,HugoStiglitz,es,Lifedoesn'tcareifyou'reready.,,InstructionsNotIncluded,"ValentinisAcapulco'sresidentplayboy,untilaformerflingleavesababyonhisdoorstepandhimheadingwithheroutofMexico.",,Released,Filmax,SignatureEntertainment,Pinema,PantelionFilms,,,,,,,,MX, Mexico,,,,,,,es,"Spanish, Castilian",en,English,,,,,,,,,1
Paranormal Activity 4,5000000,142817992,20.326337,17/10/12,95,5.2,563,Horror,,,,garage,poltergeist,webcam,imaginaryfriend,bathtub,tricycle,foundfootage,laptopcomputer,videotape,evilchild,levitation,aftercreditsstinger,neighborneighborrelationship,adoptedchild,,,,,,,,,,,,,82990,Katie,KatieFeatherston,Alex,Ben,MattShively,Wyatt,Robbie,BradyAllen,en,It'scloserthanyouthink,,ParanormalActivity4,"IthasbeenfiveyearssincethedisappearanceofKatieandHunter,andasuburbanfamilywitnessstrangeeventsintheirneighborhoodwhenawomanandamysteriouschildmovein.",,Released,ParamountPictures,BlumhouseProductions,Room,SolanaFilms,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Robe,4100000,36000000,4.028875,16/9/53,135,6.4,42,Drama,,,,crucifixion,ancientrome,,,,,,,,,,,,,,,,,,,,,,,,,29912,MarcellusGallio,RichardBurton,Diana,Demetrius,VictorMature,Caligula,PontiusPilate,RichardBoone,en,ThefirstmotionpictureinCinemaScope--themodernmiracleyouseewithoutglasses!,,TheRobe,"MarcellusisatribuneinthetimeofChrist.HeisinchargeofthegroupthatisassignedtocrucifyJesus.Drunk,hewinsJesus'homespunrobeafterthecrucifixion.Heistormentedbynightmaresanddelusionsaftertheevent.Hopingtofindawaytolivewithwhathehasdone,andstillnotbelievinginJesus,hereturnstoPalestinetotryandlearnwhathecanofthemanhekilled.",,Released,TwentiethCenturyFoxFilmCorporation,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Return of the Pink Panther,5000000,41833347,6.470766,21/5/75,113,6.7,137,Comedy,,,,robbery,diamant,c\u00f4ted'azur,inspector,panther,,,,,,,,,,,,,,,,,,,,,,11843,JacquesClouseau,PeterSellers,SirCharlesLitton,CharlesDreyfus,HerbertLom,Claudine,Col.Sharki,PeterArne,en,,,TheReturnofthePinkPanther,ThefamousPinkPantherjewelhasonceagainbeenstolenandInspectorClouseauiscalledintocatchthethief.TheInspectorisconvincedthat'ThePhantom'hasreturnedandutilisesallofhisresourcesäóñhimselfandhisAsianmanservantäóñtorevealtheidentityof'ThePhantom'.,,Released,UnitedArtists,JewelProductions,PimlicoFilms,IncorporatedTelevisionCompany(ITC),,,,,,,,GB, United Kingdom,,,,,,,en,English,,,,,,,,,,,1
Freddy's Dead: The Final Nightmare,11000000,34872033,16.856231,5/9/91,89,5.1,272,Horror,Thriller,Comedy,,amnesia,nightmare,alternatedimension,psychologist,memoryloss,youth,killer,disfigurement,duringcreditsstinger,womandirector,halfwayhouse,dreams,memories,,,,,,,,,,,,,,11284,FreddyKrueger,RobertEnglund,MaggieBurroughs,JohnDoe,ShonGreenblatt,Tracy,Carlos,RickyDeanLogan,en,Theysavedthebestforlast.,,Freddy'sDead:TheFinalNightmare,"Justwhenyouthoughtitwassafetosleep,FreddyKruegerreturnsinthissixthinstallmentoftheNightmareonElmStreetfilms,aspsychologistMaggieBurroughs,tormentedbyrecurringnightmares,meetsapatientwiththesamehorrificdreams.TheirquestforanswersleadstoacertainhouseonElmStreet--wherethenightmaresbecomereality.",,Released,NewLineCinema,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Monster,8000000,60378584,19.683187,16/11/03,110,7,485,Crime,Drama,,,femalenudity,prostitute,rape,sexualabuse,desperation,deathpenalty,motel,jobinterview,basedontruestory,murder,betrayal,serialkiller,poverty,prostitution,heartbreak,mentalillness,womandirector,ugly,,,,,,,,,504,Aileen,CharlizeTheron,Selby,Thomas,BruceDern,VincentCorey,Donna,AnnieCorley,en,ThefirstfemaleserialkillerofAmerica,,Monster,AileenWuornosisanemotionallyscarredhighwayhookerwhoshootsasadistictrickwhorapesherandultimatelybecomesAmerica'sfirstfemaleserialkiller.,,Released,NewmarketFilms,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
"20,000 Leagues Under the Sea",5000000,28200000,9.358197,23/12/54,127,6.8,157,Adventure,Drama,ScienceFiction,,diving,ocean,submarine,julesverne,captain,atlantis,deepsea,warship,divingsuit,harpoon,ship,war,scubadiving,underwater,scuba,captainnemo,giantsquid,,,,,,,,,,173,NedLand,KirkDouglas,CaptainNemo,Prof.PierreArronax,PaulLukas,Conseil,FirstMateoftheNautilus,RobertJ.Wilke,en,Themightiestmotionpictureofthemall!,,"20,000LeaguesUndertheSea","Ashipsenttoinvestigateawaveofmysterioussinkingsencounterstheadvancedsubmarine,theNautilus,commandedbyCaptainNemo.",,Released,WaltDisneyProductions,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Paranormal Activity: The Marked Ones,5000000,86362372,19.984477,1/1/14,84,5.2,449,Horror,Thriller,,,supernatural,demon,foundfootage,,,,,,,,,,,,,,,,,,,,,,,,227348,JesseArista,AndrewJacobs,Arturo,OscarHernandez,CarlosPratts,Carlos,Hector,JorgeDiaz,en,You'reoneofusnow.,,ParanormalActivity:TheMarkedOnes,"Seventeen-year-oldJessehasbeenhearingterrifyingsoundscomingfromhisneighboräó»sapartment,butwhenheturnsonhiscameraandsetsouttouncovertheirsource,heencountersanancientevilthatwonäó»trestuntilitäó»sclaimedhisverysoul.",,Released,BlumhouseProductions,Room,SolanaFilms,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Elephant Man,5000000,26010864,30.271066,2/10/80,124,7.9,719,Drama,History,,,exploitation,biography,hospital,curiosity,sideshow,disfigurement,physicaldeformity,freak,19thcentury,dignity,,,,,,,,,,,,,,,,,1955,Dr.FrederickTreves,AnthonyHopkins,JohnMerrick,Mrs.Kendal,AnneBancroft,CarrGomm,Mothershead,WendyHiller,en,Iamnotananimal!Iamahumanbeing!I...am...aman!,,TheElephantMan,"AVictoriansurgeonrescuesaheavilydisfiguredmanbeingmistreatedbyhis""owner""asaside-showfreak.Behindhismonstrousfaí_ade,thereisrevealedapersonofgreatintelligenceandsensitivity.BasedonthetruestoryofJosephMerrick(calledJohnMerrickinthefilm),aseverelydeformedmanin19thcenturyLondon.",,Released,Brooksfilms,,,,,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
Dallas Buyers Club,5000000,55198285,59.454473,7/9/13,117,7.9,2886,Drama,History,,,women,aids,biography,basedontruestory,hiv,drug,1980s,,,,,,,,,,,,,,,,,,,,152532,RonWoodroof,MatthewMcConaughey,Dr.EveSaks,Rayon,JaredLeto,Dr.Sevard,Tucker,SteveZahn,en,Sometimesittakesahustlertochangetheworld,,DallasBuyersClub,"Looselybasedonthetrue-lifetaleofRonWoodroof,adrug-taking,women-loving,homophobicmanwhoin1986wasdiagnosedwithHIV/AIDSandgiventhirtydaystolive.",,Released,UniversalStudios,UniversalPictures,VoltagePictures,TruthEntertainment,,,,,,,,US, United States of America,,,,,,,en,English,ja,Japanese,,,,,,,,,1
The Lazarus Effect,3300000,64110728,20.304235,29/1/15,83,5.1,505,Thriller,Horror,,,terror,experiment,afterlife,paranormal,violence,death,evil,researcher,possesion,,,,,,,,,,,,,,,,,,243940,ZoeMcConnell,OliviaWilde,FrankWalton,Niko,DonaldGlover,Clay,Eva,SarahBolger,en,Evilwillrise.,https://www.facebook.com/thelazaruseffect,TheLazarusEffect,"MedicalresearcherFrank,hisfianceeZoeandtheirteamhaveachievedtheimpossible:theyhavefoundawaytorevivethedead.Afterasuccessful,butunsanctioned,experimentonalifelessanimal,theyarereadytomaketheirworkpublic.However,whentheirdeanlearnswhatthey'vedone,heshutsthemdown.Zoeiskilledduringanattempttorecreatetheexperiment,leadingFranktotesttheprocessonher.Zoeisrevived--butsomethingeviliswithinher.",,Released,Lionsgate,BlumhouseProductions,ChapterOneFilms,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Memento,9000000,39723096,60.715151,11/10/00,113,8.1,4028,Mystery,Thriller,,,ndividual,insulin,tattoo,waitress,amnesia,motel,insurancesalesman,revenge,memoryloss,polaroid,flashback,neo-noir,,,,,,,,,,,,,,,77,Leonard,GuyPearce,Natalie,TeddyGammell,JoePantoliano,Burt,Sammy,StephenTobolowsky,en,Somememoriesarebestforgotten.,http://www.otnemem.com/,Memento,"Sufferingshort-termmemorylossafteraheadinjury,LeonardShelbyembarksonagrimquesttofindthelowlifewhomurderedhiswifeinthisgritty,complexthrillerthatpacksmoreknotsthanahangman'snoose.Tocarryouthisplan,ShelbysnapsPolaroidsofpeopleandplaces,jottingdowncontextualnotesonthebacksofphotostoaidinhissearchandjoghismemory.Heeventattooshisownbodyinadesperatebidtoremember.",,Released,SummitEntertainment,NewmarketCapitalGroup,TeamTodd,IRememberProductions,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Oculus,5000000,44030246,35.871248,8/9/13,104,6.3,1050,Horror,,,,hallucination,supernatural,mirror,skepticism,ghost,,,,,,,,,,,,,,,,,,,,,,157547,KaylieRussell,KarenGillan,TimRussell,MarieRussell,KateeSackhoff,MichaelDumont,AlanRussell,RoryCochrane,en,Youseewhatitwantsyoutosee,,Oculus,Awomantriestoexonerateherbrother'smurderconvictionbyprovingthatthecrimewascommittedbyasupernaturalphenomenon.,,Released,IntrepidPictures,BlumhouseProductions,RelativityMedia,WWEStudios,MICAEntertainment,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Clerks II,5000000,26888376,18.077963,25/5/06,97,6.9,398,Comedy,,,,independentfilm,aftercreditsstinger,duringcreditsstinger,,,,,,,,,,,,,,,,,,,,,,,,2295,Dante,BrianO'Halloran,Randall,Jay,JasonMewes,SilentBob,Becky,RosarioDawson,en,WithNoPowerComesNoResponsibility,,ClerksII,"AcalamityatDanteandRandall'sshopssendsthemlookingfornewhorizons-buttheyultimatelysettleatMooby's,afictionalDisney-McDonald's-stylefast-foodempire.",,Released,TheWeinsteinCompany,ViewAskewProductions,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Billy Elliot,5000000,110000000,20.428237,18/5/00,110,7.4,750,Drama,Comedy,Music,,workers'quarter,dancingclass,strike,northernengland,scholarship,ballet,,,,,,,,,,,,,,,,,,,,,71,BillyElliot,JamieBell,Mrs.Wilkinson,Grandmother,JeanHeywood,TonyElliot,JackieElliot,GaryLewis,en,Insideeveryoneofusisaspecialtalentwaitingtocomeout.Thetrickisfindingit.,,BillyElliot,"Setagainstthebackgroundofthe1984Miner'sStrike,BillyElliotisan11yearoldboywhostumblesoutoftheboxingringandontotheballetfloor.Hefacesmanytrialsandtriumphsashestrivestoconquerhisfamily'ssetways,innerconflict,andstandingonhistoes!",,Released,BBCFilms,TigerAspectProductions,StudioCanal,ArtsCouncilofEngland,WorkingTitleFilms,WTProductions,,,,,,FR, France, GB, United Kingdom,,,,,en,English,,,,,,,,,,,1
The Way Way Back,4600000,23198652,32.14444,6/6/13,103,7.1,688,Comedy,Drama,,,shyness,beach,bicycle,conversation,friendship,stepfather,vacation,job,neighbor,summer,teenager,waterpark,awkwardness,,,,,,,,,,,,,,147773,Duncan,LiamJames,Trent,Pam,ToniCollette,Susanna,Owen,SamRockwell,en,We'veallbeenthere.,,TheWayWayBack,"Overthecourseofhissummerbreak,ateenagercomesintohisownthanksinparttothefriendshiphestrikesupwithoneofthepark'smanagers.",,Released,FoxSearchlightPictures,OddLotEntertainment,SycamorePictures,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
House Party 2,0,0,3.673566,23/10/91,94,4.7,21,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16096,Bilal,MartinLawrence,Play,Kid,ChristopherReid,Stab,Sidney,TishaCampbell-Martin,en,,,HouseParty2,Kid'N'Playleavetheirneighborhoodandentertheworldofadulthoodandhighereducation.PlayattemptstogetrichquickinthemusicbusinesswhileKidfacesthechallengesofcollege.,,Released,[,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
The Man from Snowy River,3500000,20659423,3.656491,2/3/82,104,6.8,37,Family,Drama,Action,Western,regret,river,horse,ranch,australia,brumby,brumbies,colt,stockman,clancyoftheoverflow,,,,,,,,,,,,,,,,,24266,JimCraig,TomBurlinson,HenryCraig,Harrison/Spur,KirkDouglas,MountainMan,ManinStreet,BruceKerr,en,Thestoryofaboysuddenlyaloneintheworld.Themenwhochallengehim.Andthegirlwhohelpshimbecomeaman.,,TheManfromSnowyRiver,"JimCraighaslivedhisfirst18yearsinthemountainsofAustraliaonhisfather'sfarm.Thedeathofhisfatherforceshimtogotothelowlandstoearnenoughmoneytogetthefarmbackonitsfeet.KirkDouglasplaystworolesastwinbrotherswhohaven'tspokenforyears,oneofwhomwasJim'sfather'sbestfriendandtheotherofwhomisthefatherofthegirlhewantstomarry.",,Released,CambridgeProductions,,,,,,,,,,,AU, Australia,,,,,,,en,English,,,,,,,,,,,1
Doug's 1st Movie,0,0,1.88484,26/3/99,77,5.4,22,Animation,Family,Comedy,,journalism,dance,daydream,friendship,pollution,cartoon,numberintitle,kidsandfamily,valentine,,,,,,,,,,,,,,,,,,16508,DougFunnie,ThomasMcHugh,Skeeter/Mr.Dink/Porkchop/Ned,RogerKlotz/Boomer/Larry/Mr.Chiminy,ChrisPhillips,PattiMayonnaise,0,0,en,You'llDigDoug!,,Doug's1stMovie,DougandhispalSkeeterset'souttofindthemonsterofLuckyDuckLake.Thoughthingsgetreallyoutofhandwhensomeoneblurtsoutthatthemonsterisreal.,,Released,WaltDisneyPictures,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
The Apostle,5000000,0,4.227807,9/10/97,134,6.1,38,Drama,,,,christianity,coma,jealousy,radiostation,texas,apostle,minister,louisiana,forgiveness,independentfilm,preacher,,,,,,,,,,,,,,,,2895,EulissDewey,RobertDuvall,Troublemaker,Mrs.DeweySr.,JuneCarterCash,JessieDewey,Toosie,MirandaRichardson,en,Thehardestsoultosavewashisown.,,TheApostle,"Afterhishappylifespinsoutofcontrol,apreacherfromTexaschangeshisname,goestoLouisianaandstartspreachingontheradio.",,Released,Butcher'sRunProductions,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Mommie Dearest,0,0,3.102862,18/9/81,129,6.5,54,Drama,,,,ax,biography,sociopath,lawyer,mansion,docudrama,perfection,adoptedchild,,,,,,,,,,,,,,,,,,,15660,JoanCrawford,FayeDunaway,ChristinaCrawford,GregSavitt,SteveForrest,LouisB.Mayer,ChristinaCrawford(child),MaraHobel,en,Themeanestmotherofthemall,,MommieDearest,"Inthisbiographicalfilm,glamorousyetlonelystarJoanCrawfordtakesintwoorphans,andatfirsttheirunconventionalfamilyseemshappy.ButafterJoan'sattemptsatromanticfulfillmentgosourandsheisfiredfromhercontractwithMGMstudios,hercallousandabusivebehaviortowardsherdaughterChristinabecomesevenmorepronounced.Christinaleaveshomeandtakesherfirstactingrole,onlytofindhermother'spresencestillovershadowingher.",,Released,ParamountPictures,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
